id,transcription
179,MY FULL HOWEVER OF HER OWN ERRORS AND MISFORTUNES SHE EARLY SOUGHT TO IMPOSE A TENDER BUT STRICT CONTROL OVER THE INFANT IMMORTALITY THAT WAS COMMITTED TO HER CHARGE
180,AS TO ANY OTHER KIND OF DISCIPLINE WHETHER A DRESS TO HER MIND OR HEART LITTLE PEARL MIGHT OR MIGHT NOT BE WITHIN ITS REACH IN ACCORDANCE WITH THE CAPRICE THAT ROLLED THE MOMENT
181,IT WAS A LOOK SO INTELLIGENT YET IN ITS SEGIBLE PERVERSE SOMETIMES SO MALICIOUS BUT GENERALLY ACCOMPANIED BY A WILD FLOW OF SPIRITS THAT HASTER COULD NOT HOW QUESTIONING AT SUCH MOMENTS WHETHER PEARL WAS A HUMAN CHILD
182,BEHOLDING IT ESTHER WAS CONSTRAINED TO RUSH TOWARDS THE CHILD TO PURSUE THE LITTLE ALF AND THE FLIGHT WHICH SHE INVARIABLY BEGAN TO SNATCH HER TO HER BOSOM WITH A CLOSE PRESSURE AND EARNEST KISSES NOT SO MUCH FROM OVERFLOWING LOVE AS TO A SHORE
183,BROODING OVER ALL THESE MATTERS THE MOTHER FELT LIKE ONE WHO HAS ABOUT TO SPIRIT BUT BY SOME IRREGULAR THEE IN THE PROCESS OF CONJURATION HAS FAILED TO WIN THE MASTER WORD THAT SHOULD CONTROL THIS NEW AND INCOMPREHENSIBLE INTELLIGENCE
184,PARROW WAS A BORN OUTCAST OF THE INFANTILE WORLD
185,PEROL SAW AND GAZED INTENTLY BUT NEVER SOUGHT TO MAKE ACQUAINTANCE
186,IF SPOKE UNTIL SHE WOULD NOT SPEAK AGAIN
187,HAS SIR PRINCE WENT ONE DAY TO THE MANSION OF GOVERNOR BELLING HIM WITH A PAIR OF GLOVES WHICH SHE HAD FURNCHED AND EMBROIDERED TO HIS ORDER AND WHICH WERE TO BE WARNED ON SOME GREAT OCCASION OF STATE BORE THOUGH THE CHANCES OF A POPULAR ELECTION HAD CAUSED THE FORMER REBELORAL OR TO DESCEND TO DESCEND A STUP
188,ANOTHER AND FAR MORE IMPORTANT REASON THAN THE DELIVERY OF A PAIR OF THE BOARDED GLOVES IMPELLED HESTER AT THIS TIME TO SEEK AN INTERVIEW WITH A PERSONAGE OF SO MUCH POWER AND ACTIVITY IN THE AFFAIRS OF THE SETTLEMENT
189,AT THAT EPOCH OF PROCEEDING SIMPLICITY HOWEVER MATTERS OF EVEN SLIGHT OR PUBLIC INTEREST AND OF OUR LESS INTRINSIC WEIGHT THAN THE WELFARE OF HASTER AND HER CHILD WERE STRANGELY MIXED UP WITH THE DELIBERATIONS OF LEGISLATORS AND ACTS OF STATE
190,THE PERIOD WAS HARDLY IF AT ALL EARLIER THAN THAT OF OUR STORY WHEN A DISPUTE CONCERNING THE RIGHT OF PROPERTY IN A PIG NOT ONLY CAUSE A FIERCE AND BITTER CONTEST IN THE LEGISLATIVE BODY OF THE COLONY BUT RESULTED IN AN IMPORTANT MODIFICATION OF THE FRAMEWORK ITSELF
191,WE HAVE SPOKEN OF PEARLS RICH AND LUXORIA AND BEAUTY HAVE BEAUTY THAT SHONE WITH DEEP AND VIVID TINTS A BRIGHT COMPLEXION EYES POSSESSING INTENSITY BOTH OF DEPTH AND GLOW AND HAIR ALREADY OF A DEEP GLOSSY BROWN AND WHICH IN AFTER YEARS WOULD BE NEARLY A CANOE
192,IT WAS THE SCARLET LETTER AND ANOTHER FORM THE SCARLET LETTER AND DOUBT WITH LIFE
193,THE MOTHER HERSELF AS IF THE RED IGNOMINY WERE SO DEEPLY SCORCHED INTO HER BRAIN THAT ALL HER CONCEPTIONS A SWOON DID SWARM HAD CAREFULLY WROUGHT OUT THE SEMELITUDO'D WAVING MANY HOURS OF MORE BIT INGENUITY TO CREATE AN AN AN AN ANOLOGY BETWEEN THE OBJECT OF HER OBJECT OF HERBERT AND THE HOUR'S OF MORE BED ENDURE OF MORE BED ENDURIANT AND THE HOUR'S ENJOY IT AND THE HOUR'S ENJOYMENT INJUSTING THE HOUR'S OF MORE BEDROOM AND THE HOUR'S OF MORE BIT OED INCOY TO AN INGEN TO AN INGEN
194,BUT IN TRUTH BORROW WAS THE ONE AS WELL AS THE OTHER AND ONLY IN CONSEQUENCE OF THAT IDEA HAD HESTER CONTRIVED SO PERFECTLY TO REPRESENT THE SCARLET LETTER IN HER APPEARANCE
195,COME THEREFORE AND LET US FLING MUCH AT THEM
196,BUT PEARL WHO WAS A DAWNLESS CHILD AFTER FROWNING STAMPING HER FOOT AND SHAKING HER LITTLE HAND WITH A VARIETY OF THREATENING GESTURES SUDDENLY MADE A RUSH AT THE NOT OF HER ENEMIES AND PUT THEM ALL TO FLIGHT
197,SHE SCREAMED AND SHOUTED TOO WITH A TERRIFIC VOLUME OF SOUND WHICH DOUBTLESS CAUSED THE HEARTS OF THE FUGITIVES TO QUAKE WITHIN THEM
198,IT WAS FURTHER DECORATED WITH STRANGE AND SEEMINGLY CAPITALISTIC FIGURES AND DIETIGRAMS SUITABLE TO THE QUAINT TASTE OF THE AGE WHICH HAD BEEN DRAWN IN THE STUCKLE WHEN NEWLY LAID ON AND HAD NOW GROWN HARD AND DOORABLE FOR THE ADMIRATION OF AFTER TIMES
199,THEY APPROACHED THE DOOR WHICH WAS OF AN ARCH TO FORM AND FLANK ON EACH SIDE BY A NARROW TOWER OR PROJECTION OF THE EDIFICE IN BOTH OF WHICH WERE NOT AS WINDOWS THE WOODEN SHUTTERS TO CLOSE OVER THEM THAT NEED
200,LEIFTING THE IRON HAMMER THAT HUNG AT THE PORTAL HAS TO PRAY DEVICE SUMMONS WHICH WAS ANSWERED BY ONE OF THE GOVERNOR'S BONDS BONDS A FREE BORN ENGLISH MAN BUT NOW A SEVEN YEARS SLAVE
201,YES HAS HONORABLE WISH UP HIS WITHIN BUT HE HATH THEY GODDLY MINISTER OR TO WITH HIM AND LIKEWISE A LEECH
202,YE MAY NOT SEE HIS WORSHIP NOW
203,WITH MANY VARIATIONS SUGGESTED BY THE NATURE OF HIS BUILDING MATERIALS DIVERSITY OF CLIMATE AND A DIFFERENT MODE OF SOCIAL LIFE GOVERNOR BELLING HIM HAD PLANNED HIS NEW HABITATION AFTER THE RESIDENCES OF GENTLEMEN OF FAIRESTATE IN HIS NATIVE LAND
204,ON THE TABLE AND TOKEN THAT THE SENTIMENT OF OLD ENGLISH HOSPITALITY HAD NOT BEEN LEFT BEHIND STOOD A LARGE PUTOR TANKER TANKER AT THE BOTTOM OF WHICH HAD HADSTER OR PEARL PEEPED INTO IT THEY MIGHT HAVE SEEN THE FROTHY REMNANT OF A RAFT OF ALE
205,LITTLE PEARL WHO WAS AS GREATLY PLEASED WITH THE GLEAMING ARMOR AS SHE HAD BEEN WITH THE GLITTERING FONTAS OF THE HOUSE SPENT SOME TIME LOOKING INTO THE POLISHED MIRROR OF THE BREASTPLATE
206,MOTHER CRIED SHE I SEE YOU HERE LOOK NO
207,AND TRUTH SHE SEEMED ABSOLUTELY HIDDEN BEHIND IT
208,PROLL ACCORDINGLY RAN TO THE BOW WINDOW AT THE FURTHER END OF THE HALL AND LOOKED ALONG THE DISTANCE OF A GARDEN WALK CARPETED WITH CLOSELY SHAVE AND GRASS AND BORDERED WITH SOME ROOT AND IMMATURE ATTEMPT AT SHRUBBERING
209,BUT THE PROPRIETOR APPEARED ALREADY TO HAVE RUINED WISH AS HOPELESS THE EFFORT TO PERPETUATE ON THIS SIDE OF THE ATLANTIC IN A HARD SOIL AND AMID THE CLOSE STRUGGLE FOR SUBSISTENCE THE NATIVE ENGLISH TASTE FOR ORNAMENTAL GARDENING
210,THERE WERE A FEW ROSES HOWEVER AND A NUMBER OF APPLE TREES PROBABLY THE DESCENDANTS OF THOSE PLANTED BY THE REVER INTO MISTER BLACKSTONE THE FIRST SETTLE OR OF THE PENINSULA THAT HALF MET THE LOGICAL PERSONAGE WHO RIDE THROUGH OUR EARLY ANIMALS SEATED ON THE BACK OF A BULL
211,PERALL SAYING THE ROSE BUSHES BEGAN TO CRY FOR A RED ROSE AND WOULD NOT BE PASSIFIED
212,HE WORE BLUE SILK STOCKINGS BLOOM NEPANS WITH GOLD BUCKLES A BLUE ROUGHLED WAIST AND A JACKET OF BRIGHT BLUE BROODED WITH GOLD
213,HIS HEAD HAD A PEAKED CROWNED THE FLAT BRIM AND AROUND THE ROOM WAS THE ROW OF TINY GOLDEN BELLS THE TINKLED WHEN HE MOVED
214,INSTEAD OF SHOES THE OLD MAN WERE BOOTS WITH TURN OVER TOPS AND HIS BLUE CODE HAD WIDE CUFFS OF GOLD BRAID
215,FOR A LONG TIME HE HAD WISHED TO EXPLORE THE BEAUTIFUL LAND OF AWE'S IN WHICH THEY LIVED
216,WHEN THEY WERE OUTSIDE ONLY LATCH THE DOOR AND STARTED UP THE PATH
217,NO ONE WOULD DISTURB THEIR LITTLE HOUSE EVEN IF ANY ONE CAME SO FAR INTO THE THICK FOREST WHILE THEY WERE GONE
218,AT THE FOOT OF THE MOUNTAIN SEPARATED THE COUNTRY OF THE LONDON FROM THE COUNTRY OF THE GILLICKENS THE PATH DIVIDED
219,HE KNEW IT WOULD TAKE THEM TO THE HOUSE OF THE CROOKED MAGICIAN WHOM HE HAD NEVER SEEN BUT WHO WAS THEIR NEAREST NEIGHBOUR
220,ALL THE MORNING THEY TRUDGED UP THE MOUNTAIN PATH AND AT NOON UNCOMMON UDO SAT ON A FALLEN TREE TRUNK AND ATE THE LAST OF THE BREAD WHICH THE OLD LUNCH IN HAD PLACED IN HIS POCKET
221,THEN THEY STARTED ON AGAIN AND TWO HOURS LATER CAME IN SIGHT OF THE HOUSE OF DOCTOR PIP
222,UNC NOT TO THE DOOR OF THE HOUSE AND A CHUBBY PLEASANT FACED WOMAN DRESSED ALL LIMB BLUE OPEN IT AND GREETED THE VISITORS WITH A SMILE
223,I AM MY DEAR AND OLD STRANGERS ARE WELCOME TO MY HOME
224,WE'VE COME FROM A FIRE ONLY YOU PLACED IN THIS OH THE YOUR PLACE
225,AND YOU MUST BE OVER THE UNLUCKY SHE ADDED
226,OH DO HAD NEVER EATEN SUCH A FINE MEAL IN ALL HIS LIFE
227,WE ARE TRAVELLING REPLIED OLD JO AND WE STOP THE DEAR HOUSE JUST YOUR RESTING REFRESH OURSELVES
228,THE WOMAN SEEMED THOUGHTFUL
229,IT ONE END STOOD A GREAT FIREPLACE IN WHICH A BLUE LOGS WAS BLAZING WITH A BLUE FLAME AND OVER THE FIRE HUNG FOUR KETTLES IN A ROW ALL BUBLINI STEAMING AT A GREAT RATE
230,IT TAKES ME SEVERAL YEARS TO MAKE THIS MAGIC POWDER BUT AT THIS MOMENT I AM PLEASED TO SAY IT IS NEARLY DONE YOU SEE I MAKING IT FOR MY GOOD WIFE MARK A LOT WHO WANTS TO USE SOME OF IT FOR A PURPOSE OF HER OWN
231,YOU MUST KNOW SAID MARK A LOT WHEN THEY WERE ALL SEATED TOGETHER ON THE BROAD WINDOW SEAT THAT MY HUSBAND FOOLISHLY GAVE AWAY ALL THE POWDER OF LIFE HE FIRST MADE TO OLD MAMMA BE THE WITCH WHO TO LEAVE IN THE COUNTRY OF THE GILLICANS TO THE NORTH OF HERE
232,THE FIRST LOT WE TEMPTED ON OUR GLASS CAT WHICH NOT ONLY BEGAN TO LIVE BUT HAS LIVED EVER SINCE
233,I THINK THE NEXT GLASS CAT THE MAGICIAN MAKES WILL HAVE NEITHER BRAINS NOR HARD FOR THEN IT WILL NOT OBJECT TO CATCHING MYS IN THEY PROVE OF SOME USE TO US
234,I'M AFRAID I DON'T KNOW MUCH ABOUT THE LAND OF US
235,YOU SEE I'VE LIVED ON MY LIFE WITHOUT KNOWN HE THE SILENT ONE AND THERE WAS NO ONE TO TELL ME ANYTHING
236,THAT IS ONE REASON KNEW OR ILL THE UNLUCKY SAID THE WOMAN INSIMITED TONE
237,I THINK I MUST SHOW YOU MY PATCH WORK GIRL SAID MAR GIRL LAUGHING AT THE BOY'S ASTONISHMENT FOR SHE IS RATHER DIFFICULT TO EXPLAIN
238,BUT FIRST I WILL TELL YOU THAT FOR MANY YEARS I HAVE LONGED FOR A SERVANT TO HELP ME WITH A HOUSEWORK AND TO COOK THE MEALS AND WASH THE DISHES
239,YET THAT TASK WAS NOT SO EASY AS YOU MAY SUPPOSE
240,A BED QUILT MADE A PATCHES OF DIFFERENT KINDS AND COLOURS OF CLOTH ALL NEATLY SO TOGETHER
241,SOMETIMES IT IS CALLED A CRAZY QUILT BECAUSE THE PATCHES AND COLOURS ARE SO MIXED UP
242,WHEN I FOUND IT I SAID TO MYSELF THAT IT WOULD DO NICELY FROM MY SERVANT GIRL FOR WHEN SHE WAS BROUGHT TO LIFE SHE WOULD NOT BE PROUD NOR HAUGHTY AS THE GLASS CAT IS FOR SUCH A DREADFUL MIXTURE OF COLORS WOULD DISCOURTE HER FROM TIME TO BE AS DIGNIFIED AS THE BLUE MUCHIONS ARE
243,AT THE EMERALD CITY WHERE OUR PRINCES OZ MULAVES GREEN IS THE POPULAR COLOR
244,I WILL SHOW YOU WHAT A GOOD JOB I DID AND SHE WENT TO A TALL CUPBOARD AND THREW OPEN THE DOORS
245,OH YOU WOULD EXAMINE THIS CURIOUS CONTRIVANCE WITH WONDER
246,MARGALLAD HAD FIRST MADE THE GIRLS FORMED FROM THE PATCH WERE QUILT AND THEN SHE HAD DRESSED IT WITH A PATCHWORK AND AN APRON WITH POCKETS IN IT USING THE SAME GAME MATERIAL THROUGH OUT
247,THE HEAD OF THE PATCH WORK GIRL WAS THE MOST CURIOUS PART OF HER
248,THE HAIR WAS OF BROWNYARDEN HUNG DOWN ON HER NECK AND SEVERAL NEAT BRADES
249,GOLD IS THE MOST COMMON NED LAND OF AWE AND IS USED FOR MANY PURPOSES BECAUSE IT IS SOFT AND PLIABLE
250,NO I EVER GOT OUT TO BRAINS EXCLAIMED THE WOMAN
251,WELL THAT MAY BE TRUE AGREED MARLOCK BUT ON THE CONTRARY A SERVANT WITH TOO MUCH BRAINS AS SURE TO BECOME INDEPENDENT AND HIGH IN MIGHTY AND FIELD ABOVE HER WORK
252,SHE POURED INTO THE DISHONITY FROM EACH OF THESE BOTTLES
253,I THINK THAT WILL DO SHE CONTINUED FOR THE OTHER QUALITIES ARE NOT NEEDED IN A SERVANT
254,SHE RAN TO HER HUSBAND'S SIDE AT ONCE AND HELPED HIM LIFT THE FOUR CANDLES FROM THE FIRE
255,THEIR CONTENTS HAD A HORRIBLE WAY LEAVING THE BOTTOM OF EACH CATTLE A FEW GRAINS OF FINE WHITE POWDER
256,VERY CAREFULLY THE MAGICIAN REMOVED THIS POWDER PLACING IT ALL TOGETHER IN A GOLDEN DIS WHERE HE MIXED IT WITH A GOLDEN SPOON
257,NO ONE SAW HIM DO THIS FOR ALL WERE LOOKING AT THE POWDER OF LIFE BUT SOON THE WOMAN REMEMBERED WHAT SHE HAD BEEN DOING AND CAME THAT TO THE CUPBOARD
258,OH TO BE CAME A BIT UNEASY AT THIS FOR HE HAD ALREADY PUT QUITE A LOT OF THE CLEVERNESS POWDER IN THE DISH BUT HE DARED NOT INTERFERE IN SO HE COMFORTED HIMSELF WITH THE THOUGHT THAT ONE CANNOT HAVE TOO MUCH CLEVERNESS
259,HE SELECTED A SMALL GOLD BATTLE WITH A PEPPER BOX TOP SO THAT THE POWDER MIGHT BE SPRINKLED ON ANY OBJECT THROUGH THE SMALL HOLES
260,MOST PEOPLE TAUGHT TOO MUCH SO IT IS A RELIEF TO FIND ONE WHO TALKS TOO LITTLE
261,I AM NOT ALLOWED TO PERFORM MAGIC EXCEPT FOR MY OWN AMUSEMENT HE TOLD HIS VISITORS AS HE LIGHTED A PIPE WITH A CROOK AND STEM AND BEGAN TO SMOKE
262,THE WISDOM OF OURS WHO USED TO BE A HUMBUG AND NO MAGIC AT ALL HAS BEEN TAKING LESSONS OF GLINDA AND UNTOLD HE IS GETTING TO BE A PRETTY GOOD WIZARD BUT HE IS NEARLY THE ASSISTANT OF THE GREAT SOURCES
263,IT TRULY IS ASSERTED THE MAGICIAN
264,I NOW USE THEM AS ORNAMENTAL STATUE ARE IN MY GARDEN
265,DO ME ONE OF CHATEAUXTER GETTING TO BEANK OR MARKED THEM ADDITION WHO WAS PLEASED WITH THE COMPLIMENT
266,AS THE VOICE IN SCORNFUL ACCENTS
267,THE GRATEFUL APPLAUSE OF THE CLERGY HAS CREATED THE MEMORY OF A PRINCE WHO INDULGED THEIR PASSIONS AND PROMOTED THEIR INTEREST
268,THE EDICT OF MALIGN THE GREAT CHARTER OF TOLERATION HAD CONFIRMED TO EACH INDIVIDUAL OF THE ROMAN WORLD THE PRIVILEGE OF CHOOSING AND PROFESSING HIS OWN RELIGION
269,BUT THIS INESTIMABLE PRIVILEGE WAS SOON VILATED WITH A KNOWLEDGE OF TRUTH THE EMPEROR AND BY THE MAXIMS OF PERSECUTION AND THE SEX WHICH DESCENDED FROM THE CATHOLIC CHURCH WERE AFFLICTED AND OPPRESSED BY THE TRIUMPH OF CHRISTIANITY
270,CONSTANTING EITHER LEAVE THAT THE HERITICS WHO PRESUMED TO DISPUTE HIS OPINIONS OR TO OPPOSE HIS COMMANDS WERE GUILTY OF THE MOST ABSURD AND CRIMINAL OBSTINACY AND THAT A SEASONABLE APPLICATION OF MODERITIES MIGHT SAVE THOSE UNHAPPY MEN
271,SOME OF THE PENAL REGULATIONS WERE COPIED FROM THE EATICS OF DIPLATION AND THIS METHOD OF CONVERSION WAS APPLAUDED BY THE SAME BISHOPS WHO HAD FELT THE HAND OF OPPRESSION AND PLEADED FOR THE RIGHTS OF HUMANITY
272,THEY ASSERTED WITH CONFIDENCE AND ALL BOTH WITH EXALTATION THAT THE APPESTOLICAL SUCCESSION WAS INTERRUPTED THAT ALL THE BISHOPS OF EUROPE AND ASIA WERE INFECTED BY THE CONTAGION OF GUILT IN SKISM AND THAT THE PARAGANS OF THE CATHOLIC CHURCH WERE CONFINED TO THE CHOSEN PORTION OF THE AFRICAN BLETEENTH
273,BUSHES VERDIONS AND EVEN SPOTLESS INFANTS WERE SUBJECTED TO THE DISGRACE OF A PUBLIC PENANCE BEFORE THEY COULD BE ADMITTED TO THE CANYON OF THE DOMITORS
274,PROSCRIED BY THE CIVIL AND ECCLESIASTICAL POWERS OF THE EMPIRE THE DAUNTEST STILL MAINTAINED IN SOME PROVINCES PARTICULARLY INIMITY OF THEIR SUPERIOR NUMBERS AND FOUR HUNDRED BISHOPS ACKNOWLEDGE THE JURISDICTION OF THEIR PRIME IT
275,SINCE THE PERIOD OF OUR TALE THE ACT OF SPIRIT OF THE COUNTRY HAS SURROUNDED WITH A BELT OF RICH AND THRIVING SETTLEMENTS THOUGH NONE BUT THE HUNTER OR THE SAVAGES EVER KNOWN EVEN NOW TO PENETRATES WILD RECESSES
276,THE DEUCE WERE SUFFERED TO EXALE AND THE SUN HAD DISPERSED THE MISTS AND WAS SHUTTING A STRONG AND CLEAR LIGHT IN THE FOREST WHEN THE TRAVELLERS RESUMED THEIR JOURNEY
277,AFTER PROCEEDING A FEW MILES THE PROGRESS OF HACKY WHO LED THE ADVANCE BECAME MORE DELIBERATE AND WATCHFUL
278,HE OFTEN STOPPED TO EXAMINE THE TREES NOR DID HE CROSS A REVIEW THAT ATTENTIVELY CONSIDERING THE QUANTITY THE VELOCITY AND THE COLOR OF ITS WATERS
279,DISTRUSTING HIS OWN JUDGMENT HIS APPEALS TO THE OPINION OF CHINGACHICAGO FOR FREQUENT AND EARNEST
280,YET HERE WE WITHIN A SHORT RANGE OF THE SCORENS AND NOT A SIGN OF A TRAIL HAVE WE CROSSED
281,LET US RETRACE OUR STEPS AND EXAMINE AS WE GO WITH KEENER EYES
282,SHE GOT COOK HAD CAUGHT THE LOOK AND MOTIONING WITH HIS HAND HE BADE HIM SPEAK
283,THE EYES OF THE WHOLE PARTY FOLLOWED THE UNEXPECTED MOVEMENT AND RED THEIR SUCCESS IN THE AIR OF TRIUMPH THAT THE YOUTH ASSUMED
284,IT WOULD HAVE BEEN MORE WONDERFUL HAD HE SPOKEN WITHOUT A BIDDING
285,SEE SAID UNCAS POINTING NORTH AND SOUTH AT THE EVIDENT MARKS OF THE BROAD TRAIL ON EITHER SIDE OF HIM THE DARK HAIR HAS GONE TOWARD THE FOREST
286,IF A ROCK OR RIVALLET OR A BIT OF EARTH HARDER THAN COMMON ENDEAVOURED THE LINKS OF THE CLEW THEY FOLLOWED THE TRUE EYE OF THE SCOUT RECOVER THEM AT A DISTANCE AND SELDOM RENDERED THE DELAY OF A SINGLE MOMENT NECESSARY
287,EXTING WISHED HANDS WERE LYING AROUND A SPRING THE OFFALS OF A DEER WERE SCATTERED ABOUT THE PLACE AND THE TREES BORE EVIDENT MARKS OF HAVING BEEN BROWS BY THE HORSES
288,A CIRCLE OF A FEW HUNDRED FEET IN CIRCUMFERENCE WAS DRAWN AND EACH OF THE PARTY TOOK A SEGEMENT FOR HIS PORTION
289,THE EXAMINATION HOWEVER RESULTED IN NO DISCOVERY
290,THE WHOLE PARTY CROWDED TO THE SPOT WHERE UNCAS POINTED OUT THE IMPRESSION OF A MOCCASIN IN THE MOISTOLUTION
291,RUNBACKLES AND BRING ME THE SIZE OF THE SINGER'S FOOT
292,NOTWITHSTANDING THE HIGH RESOLUTION OF HACKY HE FULLY COMPREHENDED ALL THE DIFFICULTIES AND DANGER HE WAS ABOUT TO INCUR
293,IN HIS RETURN TO THE CAMP HIS ACUTE AND PRACTISED INTELLECTS WERE INTENTLY ENGAGED IN DEVISING MEANS TO COUNTERACT A WATCHFULNESS AND SUSPICION ON THE PART OF HIS ENEMIES THAT HE KNEW WERE IN NO DEGREE INFERE TO HIS OWN
294,IN OTHER WORDS WHILE HE HAD IMPULSED FAITH IN THE ABILITY OF BALMS ASKED TO SPEAK HE WAS SOMEWHAT SKIPTICAL ON THE SUBJECT OF A BEAR SINGING AND YET HE HAD BEEN ASSURED OF THE LATTER ON THE TESTIMONY OF HIS OWN EXQUISITE ORGANS
295,THERE WERE SOMETHING IN HIS AIR AND THE MANNER THAT BETRAYED TO THE SCOUT THE UTTER CONFUSION OF THE STATE OF HIS MIND
296,THE INGENIOUS OCCUPY WHO RECALLED THE HASTY MANNER IN WHICH THE OTHER HAD ABANDONED HIS POST AT THE BEDSIDE OF THE SICK WOMAN WAS NOT WITHOUT HIS SUSPICIONS CONCERNING THE SUBJECT OF SO MUCH SOLEMN DELIBERATION
297,THE BEAR SHOOK HIS SAGGY SIDES AND THEN A WELL KNOWN VOICE REPLIED
298,CAN THESE THINGS BE RETURNED DAVID BREATHING MORE FREELY AS THE TRUTH BEGAN TO DAWN UPON HIM
299,COME COME RETURNED HIGH AND CASEING HIS HONEST COUNTENANCE THE BETTER TO ASSURE THE WAVERING CONFIDENCE OF HIS COMPANION YOU MAY SEE A SKIN WHICH IF IT BE NOT AS WHITE HAS ONE OF THE GENTLE ONES HAS NO TINGE OF RED TO IT THAT THE WINDS OF THE HEAVEN IN THE SUN HAVE NOT BESTOWED
300,THE YOUNG MAN IS IN BONDAGE AND MUCH I FEAR HIS DEATH IS DECREED
301,I GREATLY MORE THAN ONE SO WELL DISPOSED SHOULD DIE IN HIS IGNORANCE AND I HAVE SOUGHT A GOODLY HIM CAN YOU LEAD ME TO HIM
302,THE TASK WILL NOT BE DIFFICULT RETURNED DAVID HESITATING THOUGH I GREATLY FEAR YOUR PRESENCE WOULD RATHER INCREASE THAN MEDIGATE HIS UNHAPPY FORTUNES
303,THE LODGE IN WHICH UNCAS WAS CONFINED WAS IN THE VERY CENTRE OF THE VILLAGE AND IN A SITUATION PERHAPS MORE DIFFICULT THAN ANY OTHER TO APPROACH OR LEAVE WITHOUT OBSERVATION
304,FOR A FIVE OF THE LATTER ONLY LINGERED ABOUT THE DOOR OF THE PRISON OF UNCAS WEARIED BUT CLOSE OBSERVED THE MANNER OF THEIR CAPTIVE
305,DELYIVERED AN A STRONG TONE OF ASSENT I ANNOUNCED THE GRATIFICATION THE SAVAGE WOULD RECEIVE AND WITNESSING SUCH AN EXHIBITION OF WEAKNESS IN AN ENEMY SO LONG HATED AND SO MUCH FEARED
306,THEY DREW BACK A LITTLE FROM THE ENTRANCE AND MOTION TO THE SUPPOSED CONCURATE TO ENTER
307,BUT THE BEAR AND STEAD OF OBEYING MAINTAINED THE SEAT AT TAKING AND GROWLED
308,THE CUNNING MAN IS AFRAID THAT HIS BREATH WILL BLOW UPON HIS BROTHERS AND TAKE AWAY THEIR COURAGE TO CONTINUE DAVID AND PROVEING THE HAND HE RECEIVED THEY MUST STAND FOR THEIR OFF
309,THEN AS IF SATISFIED OF THEIR SAFETY THIS OUT LEFT HIS POSITION AND SLOWLY ENTERED THE PLACE
310,IT WAS SILENT AND GLOOMY BEING TENANTED ONLY BY THE CAPTIVE AND LIGHTED BY THE DYING EMBERS OF A FIRE WHICH HAD BEEN USED FOR THE PURPOSE OF COOKERY
311,UNCUS OCCUPIED A DISTANCE CORNER AND HER CLINING ATTITUDE BEING REGULARLY BOUND BOTH HANDS AND FEET BY STRONG AND PAINFUL WITHS
312,THE SCOUT WHO HAD LEFT DAVID AT THE DOOR TO ASCERTAINLY WERE NOT OBSERVED THOUGHT IT PRUDENT TO PRESERVE HIS DISGUISE UNTIL ASSURED OF THEIR PRIVACY
313,WHAT SHALL WE DO WITH THE MING GOES AT THE DOOR THEY COUNT SIX AND THE SINGER IS GOOD AS NOTHING
314,THE DELAWARES ARE CHILDREN OF THE TORTOISE AND THEY OUT STRIPPED THE DEER
315,UNCUS WHO HAD ALREADY APPROACHED THE DOOR IN READINESS TO LEAD THE WAY NOW RECORD AND PLACED HIMSELF ONCE MORE IN THE BOTTOM OF THE LODGE
316,BUT HACKY WHO WAS TOO MUCH OCCUPIED WITH HIS OWN THOUGHTS TO KNOW THE MOVEMENT CONTINUED SPEAKING MORE TO HIMSELF INTO HIS COMPANION
317,SO AND KISS YOU'D BETTER TAKE THE LEAD WHILE I WILL PUT ON THE SKIN AGAIN AND TRUST TO CUNNING FOR WANT OF SPEED
318,WELL WHAT CAN'T BE DONE BY MAIN COURAGE IN WAR MUST BE DONE BY CERTAIN
319,AS SOON AS THESE DISPOSITIONS WERE MADE THE SCOUT TURNED TO DAVID AND GAVE HIM HIS PARTING INSTRUCTIONS
320,MY PURSUITS ARE PEACEFUL AND MY TEMPER I HUMBLY TRUST IS GREATLY GIVEN TO MERCY AND LOVE RETURNED DAVID A LITTLE NET HOLD IT SO DIRECT AND A TACK ON HIS MANHOOD BUT THERE ARE NONE WHO CAN SAY THAT I HAVE EVER FORGOTTEN MY FAITH IN THE LORD EVEN IN THE GREATEST STRAITS
321,IF YOU'RE NOT THEN NOT THEN KNOCKED ON THE HEAD YOUR BEING A NONSENSE A REPUTATION AND YOU'LL THEN HAVE A GOOD REASON TO EXPECT TO DINE YOUR BED
322,SO CHOOSE FOR YOURSELF TO MAKE A RUSH OR TARA HERE
323,BRAVELY AND GENEROUSLY HAS HE BATTLEED IN MY BEHALF AND THIS AND MORE WILL I DARE IN HIS SERVICE
324,KEEPS SILENT AS LONG AS MAY BE IN IT WOULD BE WISE WHEN YOU DO SPEAK TO BREAK OUT SUDDENLY IN ONE OF YOUR SHININGS WHICH WILL SERVE TO REMIND THE INDIANS THAT YOU ARE NOT ALTOGETHER AS RESPONSIBLE AS MEN SHOULD BE
325,IF HOWEVER THEY TAKE YOUR SCAL AS I TRUST IN BELIEVE THEY WILL NOT DEPEND ON IT UNGUESS AND I WILL NOT FORGET THE DEED BUT REVENGE IT AS BECOME TRUE WARRIORS AND TRUSTY FRIENDS
